,tree.num,simulation,height,method,quality,missing,maf,sites,taxa_ref,int,noref,tree.height,ingroup.tree.height,Avg.BLs,SD.BLs,mean.support,sd.support,gamma,ingroup.gamma,colless,ingroup.colless,sackin,ingroup.sackin,avg_dxy,RF.Dist.ML,Q.Dist.ML,CI.Dist.ML,std.gamma,std.colless,std.sackin,std.sites
1005,1005,10,LONG,raxml,40,NA,0.04,7580,47_0_0,INT,REF,0.0612574665272781,0.275977193251896,0.0405479918503765,0.0191190108636255,90.765306122449,17.9384980352591,-8.36487256427328,-4.87550033382763,0.301466713073521,0.37,0.626577874231241,0.854,NA,50,0.00710005694446996,0.102024963822834,-10.1245873972134,-0.15664446855781,-0.305407454420888,0.0624053217414213
1006,1006,10,LONG,raxml,40,NA,0.05,6589,47_0_0,INT,REF,0.0647379560474786,0.26505073946907,0.0436989399728727,0.0210859636120258,89.3775510204082,19.8273555203502,-8.17319307843684,-4.48244500628657,0.292600045041947,0.383,0.61968157687335,0.867,NA,52,0.00630503866713202,0.102853662394883,-7.67989693620607,-0.13792594715782,-0.299496342399838,0.0542465257195548
1007,1007,10,LONG,raxml,40,NA,0.1,4018,47_0_0,INT,REF,0.0889014193627525,0.268780116955268,0.0535098587720745,0.0291254882271508,85.734693877551,21.9326762863218,-8.01068224805907,-3.79462855138028,0.473874147020797,0.398,0.874844579115317,0.878,NA,42,0.00680002694146966,0.101614895195674,-8.93191539558537,0.0433481548210292,0.0108370387052573,0.0330797602581835
1008,1008,10,LONG,raxml,40,NA,0,119615,47_0_0,INT,REF,0.289556872238607,0.0117714254372043,0.0039742777010201,0.0203503667646241,93.5612244897959,16.5099572120875,-10.3316669452118,-10.4295174966234,0.287674118357739,0.274,0.851200131031119,0.774,NA,22,0.00644195031748073,0.0556431144343381,-15.2332938850758,-0.0857111243052169,-0.161570395242018,0.984777382598959
1009,1009,10,LONG,raxml,40,1,0.01,20857,47_0_0,INT,REF,0.049479503195529,0.108613388742647,0.0203284270348519,0.00934679650809931,93.3061224489796,15.2020129996847,-7.77738751866276,-6.05414171082695,0.262059299599859,0.345,0.6137704648523,0.841,NA,30,0.0057277564491143,0.0536105759023128,-10.3227349203464,-0.166496321926226,-0.331022273178769,0.171713429493512
1010,1010,10,LONG,raxml,40,1,0.02,12374,47_0_0,INT,REF,0.0470431917894926,0.161435906366172,0.0273853354890101,0.0126083545567492,93.1734693877551,15.0058583131905,-7.25516768864065,-4.97029851495627,0.298511157062997,0.365,0.627563059568082,0.849,NA,30,0.00603488920320604,0.0611974804655072,-9.09189746323684,-0.159600024568335,-0.302451898410363,0.101873806230653
1011,1011,10,LONG,raxml,40,1,0.03,8998,47_0_0,INT,REF,0.055728379924496,0.255726005660502,0.0354092181591162,0.0162428184754809,90.9183673469388,17.1786690250413,-8.17331141561863,-4.97290919426319,0.282748191673532,0.365,0.63248898625229,0.851,NA,40,0.00647428008106933,0.0747212868765395,-8.91779960261483,-0.160585209905176,-0.297525971726155,0.0740795626687743
1012,1012,10,LONG,raxml,40,1,0.04,7358,47_0_0,INT,REF,0.0609933365017211,0.277346494355011,0.0406069531784916,0.01923065388377,90.1122448979592,19.5916469961533,-8.39970675290133,-4.87935838653237,0.301466713073521,0.37,0.624607503557558,0.854,NA,46,0.00679757771695537,0.0912706093638204,-10.4467613070739,-0.14383705917887,-0.318214863799828,0.0605776197062504
1013,1013,10,LONG,raxml,40,1,0.05,6399,47_0_0,INT,REF,0.0656363615293135,0.261025467466622,0.0438130562990459,0.0220782558489967,86.234693877551,24.1890326261688,-8.1076801837984,-4.37725618387544,0.303437083747205,0.394,0.639385283610181,0.876,NA,48,0.00668417862194383,0.100461996854735,-7.60380937709957,-0.127088908452563,-0.303437083747205,0.0526822762299941
1014,1014,10,LONG,raxml,40,1,0.1,3892,47_0_0,INT,REF,0.0896043142066331,0.34621587510182,0.0536243364694137,0.0292507162558833,86.1224489795918,21.085131961099,-8.0322650631302,-3.7584914977694,0.334963014526135,0.403,0.65120750765228,0.881,NA,50,0.00695873668999553,0.10688620370156,-7.57019394750272,-0.108370387052573,-0.267970411620908,0.0320424158598432
1015,1015,10,LONG,raxml,40,1,0,118729,47_0_0,INT,REF,0.285729932005983,0.0100450632968696,0.00390419059332376,0.0200825887764402,93.3979591836735,15.6789568056609,-10.1684297453039,-10.264044471099,0.364518574631382,0.281,0.773370489420635,0.777,NA,22,0.00681717151306967,0.0579210969739765,-12.9575027200526,-0.0788148269473259,-0.158614839231493,0.977483040242376
1016,1016,2,LONG,raxml,40,0.25,0.01,24934,0_0_0,EXT,REF,0.0572506262075882,0.0785995033122299,0.0143573468206546,0.00757429118525046,94.2959183673469,13.3626724159638,-6.11133988348705,-4.61316945832962,0.416733397483986,0.327,0.801940864189041,0.811,NA,42,0.0648784878487849,0.131379714040161,-13.136443610151,0.0433481548210292,-0.0827555682946921,0.201736288097608
1017,1017,2,LONG,raxml,40,0.25,0.02,15123,0_0_0,EXT,REF,0.0537364390223779,0.159146368930629,0.0213866008293222,0.010685337540613,89.4897959183673,18.4185277056696,-5.56682984776975,-3.54279546240289,0.365503759968224,0.34,0.832481609631129,0.816,NA,36,0.0649245332696535,0.130252294541389,-12.2606368487925,0.0403925988105045,-0.0522148228526034,0.122357338770359
1018,1018,2,LONG,raxml,40,0.25,0.03,11512,0_0_0,EXT,REF,0.0636491849138487,0.0764636159859851,0.0253620323707486,0.0137501536199323,87.8877551020408,20.0442205224293,-4.38851297669283,-2.58905758256013,0.506385263136569,0.436,0.81376308823114,0.89,NA,54,0.0660384405787518,0.148693237292847,-6.71430499452518,0.0709333442525932,-0.00591111202104944,0.0931414192901122
1019,1019,2,LONG,raxml,40,0.25,0.04,9205,0_0_0,EXT,REF,0.0761054251469261,0.237994333448816,0.0292308269248793,0.0166244503105378,86,21.5037757413441,-5.1098221563828,-2.43342343471414,0.361563018620857,0.354,0.786177898799576,0.826,NA,50,0.0667653704145925,0.153469359415365,-8.82333596260463,0.0157629653894651,-0.121177796431513,0.0744759177002678
1020,1020,2,LONG,raxml,40,0.25,0.05,7922,0_0_0,EXT,REF,0.0833710665068906,0.108263486578742,0.0314110675555197,0.0187521345030389,85.9387755102041,21.7591390097111,-4.5758857954347,-2.17583518008008,0.395059320073471,0.43,0.747755670662754,0.888,NA,56,0.0663147131039635,0.152335684203422,-8.55100696512564,0.00394074134736627,-0.132014835136771,0.0640954068464445
1021,1021,2,LONG,raxml,40,0.25,0.1,4726,0_0_0,EXT,REF,0.0972538914287497,0.278002770453418,0.0400798677290344,0.0276251181848618,80.9387755102041,23.412401474754,-5.00594912488864,-0.746339341315289,0.512296375157618,0.501,0.879770505799525,0.953,NA,76,0.0836877973511637,0.218755434278846,-5.61274962233702,0.187185213999899,-0.00492592668420777,0.0382371740414411
1022,1022,2,LONG,raxml,40,0.25,0,120105,0_0_0,EXT,REF,0.26348107140251,0.00845637675631923,0.0034948058751526,0.0185224372586259,94.4897959183673,14.3190773891864,-8.84243309830435,-8.92593340981499,0.4384074748945,0.36,0.762533450715378,0.838,NA,46,0.075107429110258,0.14258241174559,-8.4595759104755,0.00788148269473254,-0.122162981768355,0.971746887060365
1023,1023,2,LONG,raxml,40,0.5,0.01,24917,0_0_0,EXT,REF,0.0570558532572855,0.0402084645003836,0.0143575086871068,0.00756954350184743,94.0204081632653,14.354121928092,-6.11440004256562,-4.61504091695407,0.417718582820827,0.327,0.725096407915398,0.811,NA,46,0.0648784878487849,0.131379714040161,-11.8570900616414,0.0443333401578708,-0.0995037190209989,0.201598744306092
1024,1024,2,LONG,raxml,40,0.5,0.02,15106,0_0_0,EXT,REF,0.0533491347615258,0.161785404038198,0.0213897905387001,0.0106805040481324,89.6428571428571,17.5911470236664,-5.57104006933478,-3.54475929218795,0.35663709193665,0.34,0.805881605536407,0.816,NA,40,0.0649245332696535,0.130252294541389,-10.1940033208499,0.0502444521789202,-0.0788148269473258,0.122219794978843
1025,1025,2,LONG,raxml,40,0.5,0.03,11501,0_0_0,EXT,REF,0.0595990719285063,0.129295639913668,0.0253772624825897,0.0137987490175959,87.6326530612245,19.8382052288793,-5.06412807979972,-2.68096654026187,0.398014876083996,0.368,0.773370489420635,0.836,NA,48,0.063828750221961,0.149122183311205,-9.81201015714424,-0.00394074134736633,-0.0886666803157415,0.0930524203661901
1026,1026,2,LONG,raxml,40,0.5,0.04,9197,0_0_0,EXT,REF,0.0705379682868949,0.276957894639389,0.029222482858562,0.0166253868030868,86.2040816326531,21.5482958800336,-5.39580698366001,-2.49968681323792,0.352696350589283,0.366,0.677807511747002,0.836,NA,56,0.0635803988562122,0.145951695651234,-11.2194714946249,-0.0157629653894652,-0.198022252705156,0.0744111912101426
1027,1027,2,LONG,raxml,40,0.5,0.05,7914,0_0_0,EXT,REF,0.0834411913602311,0.108331461171356,0.0314207601354976,0.0187600345431756,86.5510204081633,20.9378670665985,-4.58053223975846,-2.179155434913,0.372400057326115,0.43,0.747755670662754,0.888,NA,54,0.066244175437952,0.151134192177556,-7.94554950510992,0.0315259307789303,-0.157629653894652,0.0640306803563193
1028,1028,2,LONG,raxml,40,0.5,0.1,4719,0_0_0,EXT,REF,0.0973323870908064,0.277625871801685,0.0400625093687051,0.0276062461953764,81.5816326530612,22.9629569333176,-4.92751070702152,-0.672102355063901,0.583229719410212,0.518,0.906370509894248,0.968,NA,78,0.0864921594200236,0.230492794511992,-3.21745411921725,0.171422248610434,0.0630518615578608,0.0381805383625816
1029,1029,2,LONG,raxml,40,0.5,0,120088,0_0_0,EXT,REF,0.263418264963193,0.00844798563915307,0.00349388285461652,0.0185180455201488,94.0714285714286,14.9039882574894,-8.1469784457699,-8.20291093724724,0.44431858691555,0.36,0.812777902894298,0.838,NA,48,0.075107429110258,0.14258241174559,-12.8404125885889,0.013792594715782,-0.132014835136771,0.97160934326885
1030,1030,2,LONG,raxml,40,0.75,0.01,24829,0_0_0,EXT,REF,0.0560510073285877,0.0588894168272754,0.0143495179865981,0.00754439145508366,93.6734693877551,13.8324104020225,-6.12637022639401,-4.63184150584031,0.416733397483986,0.327,0.741844558641705,0.811,NA,42,0.0648784878487849,0.131379714040161,-12.3688470406241,0.0433481548210292,-0.0778296416104842,0.200886752914715
1031,1031,2,LONG,raxml,40,0.75,0.02,15052,0_0_0,EXT,REF,0.0532072303521382,0.118077982554768,0.0213663611594681,0.0107484654604565,87.7959183673469,20.5646875716871,-5.39478428816759,-3.50915085865247,0.370429686652432,0.345,0.803911234862724,0.819,NA,46,0.0651606385128309,0.148906929224948,-11.5504310906998,0.00197037067368311,-0.080785197621009,0.121782891170498
1032,1032,2,LONG,raxml,40,0.75,0.03,11449,0_0_0,EXT,REF,0.059501469844396,0.155838471885881,0.0253536622751463,0.0137704542906317,87.6938775510204,20.2842725949564,-5.04940631652865,-2.6905138306697,0.418703768157669,0.368,0.758592709368011,0.836,NA,56,0.0639237801331154,0.155114902864353,-7.85338090204402,0.0502444521789202,-0.103444460368365,0.0926316981803765
1033,1033,2,LONG,raxml,40,0.75,0.04,9149,0_0_0,EXT,REF,0.0756628149660017,0.177701427954524,0.0292155883330099,0.0166252728482002,87.6122448979592,19.5825678070775,-5.17710535163443,-2.4762150576614,0.379296354684006,0.354,0.842333462999545,0.826,NA,48,0.0667413680143525,0.150145979759598,-10.6805405886782,0.0108370387052573,-0.0423629694841876,0.0740228322693917
1034,1034,2,LONG,raxml,40,0.75,0.05,7871,0_0_0,EXT,REF,0.0831955589545526,0.108395907128358,0.0314103775436349,0.0187090549296934,86.1836734693878,22.6521644757994,-4.58711250228009,-2.19482527209446,0.399985246757679,0.43,0.752681597346962,0.888,NA,56,0.0663147131039635,0.152335684203422,-7.9712593462473,0.0266000040947225,-0.136940761820979,0.0636827754718966
1035,1035,2,LONG,raxml,40,0.75,0.1,4688,0_0_0,EXT,REF,0.0950249795754069,0.457070143977195,0.0400700594609514,0.0276615041023436,81.1530612244898,24.6832937537172,-4.93421414674653,-0.754647599102243,0.466977849662906,0.501,0.838392721652179,0.953,NA,78,0.0859572487861031,0.230980396059609,-4.52993893106661,0.0876814949789,-0.0463037108315539,0.0379297232133466
1036,1036,2,LONG,raxml,40,0.75,0,120000,0_0_0,EXT,REF,0.262868930664736,0.0100534595376226,0.00348535289540776,0.0184795728730599,92.7244897959184,16.283430710891,-9.30187476491735,-9.38739183890067,0.338903755873501,0.327,0.798000122841674,0.811,NA,40,0.0665238768774837,0.135431831377084,-13.6380356049038,-0.0177333360631484,-0.0866963096420584,0.970897351877473
1037,1037,2,LONG,raxml,40,NA,0.01,24938,0_0_0,EXT,REF,0.0572513856432942,0.0860748035892824,0.0143577352808603,0.00757451356725321,93.9183673469388,13.6688927216069,-6.10945655569776,-4.61136421133725,0.411807470799778,0.327,0.786177898799576,0.811,NA,44,0.0648784878487849,0.131379714040161,-12.1120047159281,0.0433481548210292,-0.0935926069999494,0.20176865134267
1038,1038,2,LONG,raxml,40,NA,0.02,15127,0_0_0,EXT,REF,0.0536377012924306,0.0699586411898397,0.0213843540314534,0.0107154697753699,89.234693877551,18.3217526175169,-5.59960627021924,-3.56066853044572,0.336933385199818,0.34,0.74480011465223,0.816,NA,34,0.0649005308694135,0.126905010288917,-11.8246528970423,0.00197037067368311,-0.108370387052573,0.122389702015421
1039,1039,2,LONG,raxml,40,NA,0.03,11515,0_0_0,EXT,REF,0.0638821409437355,0.0763056211909138,0.0253566302031364,0.0137791654449779,87.530612244898,20.1730677259797,-4.41140923571651,-2.60840784523344,0.497518595104995,0.432,0.871889023104792,0.888,NA,52,0.0660144381785117,0.146977703115225,-6.96788182816293,0.129059279126246,-0.0128074093789404,0.0931656917239091
1040,1040,2,LONG,raxml,40,NA,0.04,9209,0_0_0,EXT,REF,0.0750113035774157,0.234832947096863,0.0292039423976545,0.0166283115936632,85.1326530612245,24.1488672356488,-4.63385536734611,-2.38799428009158,0.476829703031322,0.386,0.857111243052169,0.874,NA,48,0.0180409877722466,0.118888223593685,-11.4055206133953,0.109355572389415,-0.027585189431564,0.0745082809453304
1041,1041,2,LONG,raxml,40,NA,0.05,7924,0_0_0,EXT,REF,0.0827190070868337,0.157230333066415,0.0313979369278164,0.0186796935109781,86.1122448979592,19.8181852618606,-5.05907202647365,-2.09380940386966,0.396044505410312,0.371,0.823614941599555,0.839,NA,48,0.0650004592295964,0.152602323167923,-9.06428790644948,0.0709333442525932,-0.0610814908841775,0.0641115884689758
1042,1042,2,LONG,raxml,40,NA,0.1,4728,0_0_0,EXT,REF,0.0952666524405952,0.351361632143798,0.0400600808115499,0.0277003040764468,81.9081632653061,22.4086170532925,-4.95741674255854,-0.735570786523886,0.506385263136569,0.501,0.911296436578455,0.953,NA,76,0.0859572487861031,0.230980396059609,-6.12568998818418,0.13792594715782,-0.00492592668420777,0.0382533556639724
1043,1043,2,LONG,raxml,40,NA,0,120109,0_0_0,EXT,REF,0.263492762634055,0.00909076121331779,0.00349502971848238,0.0185232518723686,93.2244897959184,15.591122647427,-8.1910115710246,-8.11324408509899,0.330037087841927,0.36,0.693570477136468,0.838,NA,48,0.075107429110258,0.14258241174559,-13.036358158737,-0.0384222281368214,-0.168466692599909,0.971779250305428
1044,1044,2,LONG,raxml,40,1,0.01,23811,0_0_0,EXT,REF,0.0415226501316076,0.041109204650111,0.014658401449653,0.00739555058456274,92.2755102040816,14.9375197793907,-6.25309193352463,-4.61667926078811,0.358607462610333,0.327,0.876814949789,0.811,NA,40,0.0648784878487849,0.131379714040161,-13.6658196833554,0.0571407495368113,-0.00788148269473254,0.192650307046288
1045,1045,2,LONG,raxml,40,1,0.02,14693,0_0_0,EXT,REF,0.0524363300341055,0.159366942944981,0.0214048873176309,0.0106833930628062,89.6122448979592,17.2499111923973,-5.62425337036621,-3.57643871715886,0.351711165252442,0.34,0.771400118746952,0.816,NA,36,0.0648770183140763,0.127324000016414,-11.6448773830851,-0.00492592668420788,-0.113296313736781,0.118878289926131
1046,1046,2,LONG,raxml,40,1,0.03,11171,0_0_0,EXT,REF,0.0625009856586006,0.0958864090156921,0.0253662111286002,0.0137522211533104,89.0510204081633,18.5668879687723,-4.9903641711642,-2.70164283572213,0.458111181631332,0.36,0.893563100515307,0.828,NA,54,0.0670382140254842,0.158059093991516,-9.76513316290277,0.0226592627473561,-0.0561555641999696,0.0903824526485271
1047,1047,2,LONG,raxml,40,1,0.04,8916,0_0_0,EXT,REF,0.0737571203404923,0.184101603342767,0.0292345264427997,0.0166652112745273,84.2040816326531,25.1445139365761,-4.75662489308388,-2.48481044156548,0.377325984010323,0.38,0.850214945694278,0.87,NA,48,0.0182844406889669,0.117119658332735,-9.11358877845558,0.102459275031524,0.0571407495368114,0.0721376732444962
1048,1048,2,LONG,raxml,40,1,0.05,7655,0_0_0,EXT,REF,0.0814275558258852,0.256132739655625,0.0314954466473751,0.0187416875517054,85.5408163265306,21.940485746461,-5.09786530820098,-2.11219083998995,0.40688154411557,0.37,0.854155687041644,0.838,NA,50,0.0651192466185394,0.158829082697003,-8.61498776899786,0.0266000040947225,-0.0305407454420887,0.0619351602385171
1049,1049,2,LONG,raxml,40,1,0.1,4562,0_0_0,EXT,REF,0.0985491746668236,0.373721322925756,0.0401267295556503,0.0279153082115548,83.3877551020408,23.2306377211022,-5.73112773873843,-0.761587770681291,0.520177857852351,0.465,0.949718664715277,0.935,NA,76,0.0824587764898939,0.240030128302211,-3.81545066871122,0.183244472652533,0.0236444480841979,0.0369102809938753
1050,1050,2,LONG,raxml,40,1,0,118982,0_0_0,EXT,REF,0.260571157853521,0.0100353285586342,0.00344489881080781,0.0183186817033987,93.0816326530612,13.684722062414,-8.70318812993882,-8.78022212306267,0.391118578726105,0.36,0.838392721652179,0.838,NA,42,0.0734620400815592,0.138564600774944,-14.1744151428409,0.0640370468947022,-0.0463037108315539,0.962660906009046
1051,1051,5,LONG,raxml,40,0.25,0.01,24357,0_0_0,EXT,REF,0.0549686062412386,0.10147625689701,0.0164499176426264,0.00775549386899494,90.5408163265306,18.6940468871099,-9.52244859173635,-5.7471858039746,0.456140810957648,0.404,0.947748294041594,0.882,NA,50,0.0332320578996675,0.114586029588735,-10.3769266999845,-0.0610814908841775,-0.0669926029052269,0.199528151188223
1052,1052,5,LONG,raxml,40,0.25,0.02,15449,0_0_0,EXT,REF,0.040696143483195,0.134659603992202,0.0228256265035136,0.0104366563116985,86.6326530612245,23.5119569296539,-9.41525682967362,-4.38744543793238,0.38225191069453,0.43,0.77041493341011,0.894,NA,54,0.033188951548216,0.122686318749935,-9.67520061045814,-0.073888900263118,-0.154674097884127,0.126555421755835
1053,1053,5,LONG,raxml,40,0.25,0.03,11496,0_0_0,EXT,REF,0.0474185453955653,0.205687708431332,0.0275157594548765,0.0132075907785395,87.1734693877551,21.1616388536729,-9.86948883711469,-3.978381818501,0.479785259041846,0.428,0.929029772641604,0.896,NA,58,0.0336278525811765,0.134221683368709,-9.08616900981668,0.0216740774105146,-0.0285703747684056,0.0941731586837384
1054,1054,5,LONG,raxml,40,0.25,0.04,9403,0_0_0,EXT,REF,0.0484517652258705,0.301548125787318,0.0301767999105592,0.0155926343286315,85.8469387755102,23.2194159959308,-10.0699283359755,-3.34173147541575,0.534955637904974,0.451,0.917207548599505,0.909,NA,68,0.0349891315662178,0.155505586238457,-8.936321320056,-0.0147777800526236,-0.0403925988105045,0.0770276801585936
1055,1055,5,LONG,raxml,40,0.25,0.05,7992,0_0_0,EXT,REF,0.0520912925545231,0.2607733043353,0.0324591655065362,0.0178346121037517,80.6020408163265,28.8264411111108,-10.5323477225277,-3.17702264110153,0.392103764062946,0.452,0.722140851904873,0.91,NA,72,0.0356918140793671,0.167643847245166,-8.98934352211105,-0.133000020473612,-0.235459295505136,0.0654690226339977
